date,session,collected_at,ticker,group,list_category,trigger,stop,atr,price,open,high,low,change,status,atr_from_lod
2026-08-12,morning,2026-08-12T14:07:23Z,SUN,Oil & Gas Refining & Marketing,leaders,74.0,72.0,2.1,74.41,72.99,74.5,73.0,1.46,triggered,0.6714285714285698
2026-08-12,morning,2026-08-12T14:07:23Z,SYRE,Biotechnology,leaders,105.44,99.84,5.92,103.41,104.34,105.06,102.01,0.65,setting_up,
2026-08-12,morning,2026-08-12T14:07:23Z,TCOM,Travel Services,leaders,46.54,45.78,1.21,45.72,45.9,46.05,45.57,-1.04,invalidated,
2026-08-12,morning,2026-08-12T14:07:23Z,TDY,Scientific & Technical Instruments,accel,694.16,673.12,18.09,680.91,686.63,687.0,679.8,-0.12,setting_up,
2026-08-12,morning,2026-08-12T14:07:23Z,TECK,Copper,accel,67.4,66.03,2.38,67.68,67.74,68.06,67.4,2.33,gapped_through,0.1176470588235299
2026-08-12,morning,2026-08-12T14:07:23Z,TEM,Health Information Services,leaders,56.58,53.0,3.59,54.75,56.1,57.03,54.51,-1.69,failed_breakout,
2026-08-12,morning,2026-08-12T14:07:23Z,TTAN,Software - Application,emerging,90.77,85.23,4.79,86.14,86.11,88.49,84.55,-2.55,setting_up,
2026-08-12,morning,2026-08-12T14:07:23Z,UBER,Software - Application,emerging,78.99,77.46,2.65,76.91,78.15,78.55,76.43,-2.08,invalidated,
2026-08-12,morning,2026-08-12T14:07:23Z,VAL,Oil & Gas Drilling,emerging,88.21,85.02,3.61,85.65,85.72,86.51,84.62,-1.32,setting_up,
2026-08-12,morning,2026-08-12T14:07:23Z,VIK,Travel Services,leaders,105.43,101.29,3.09,102.91,103.31,102.99,101.9,1.34,setting_up,
2026-08-12,morning,2026-08-12T14:07:23Z,VRSN,Software - Infrastructure,accel,295.87,287.3,9.15,284.77,283.8,288.92,283.62,-0.99,invalidated,
2026-08-12,morning,2026-08-12T14:07:23Z,VRTX,Biotechnology,leaders,532.23,522.01,15.97,530.52,527.37,531.22,520.08,0.16,setting_up,
2026-08-12,morning,2026-08-12T14:07:23Z,WAT,Diagnostics & Research,leaders,415.63,408.2,12.36,415.22,404.77,416.08,404.77,0.05,failed_breakout,
2026-08-12,morning,2026-08-12T14:07:23Z,XYZ,Software - Infrastructure,accel,79.8,78.24,2.72,77.66,78.72,79.18,77.51,-1.78,invalidated,
2026-08-12,morning,2026-08-12T14:07:23Z,YMM,Software - Application,emerging,9.55,9.31,0.29,9.24,9.3,9.29,9.18,-1.18,invalidated,
2026-08-12,morning,2026-08-12T14:07:23Z,ZM,Software - Application,emerging,107.33,105.18,3.56,104.42,103.96,105.03,104.0,-1.55,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,A,Diagnostics & Research,leaders,149.33,147.33,3.7,149.22,149.0,149.22,146.82,0.66,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,AAOI,Communication Equipment,leaders,142.8,129.09,15.91,140.5,135.74,141.63,134.41,1.75,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,ACIW,Software - Infrastructure,accel,52.78,51.6,2.14,53.17,53.49,53.71,52.56,0.8,gapped_through,0.2850467289719623
2026-08-13,morning,2026-08-13T14:07:14Z,AEIS,Electrical Equipment & Parts,rs_new_high,346.83,336.99,21.8,336.55,336.27,341.12,335.02,-0.23,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,AG,Silver,accel,19.83,18.96,0.97,18.71,18.73,18.89,18.58,-2.35,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,APA,Oil & Gas E&P,emerging,40.51,39.77,1.47,39.16,39.48,39.78,39.16,-2.03,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,APH,Electronic Components,rs_new_high,172.82,168.18,6.95,168.49,169.78,170.37,167.39,-0.86,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,AR,Oil & Gas E&P,emerging,38.17,37.28,1.17,36.8,36.92,37.32,36.8,-1.81,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,AVT,Electronics & Computer Distribution,leaders,99.25,97.24,3.84,96.36,97.32,97.95,95.55,-0.98,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,AYI,Electrical Equipment & Parts,rs_new_high,367.3,353.55,11.7,360.4,362.49,363.94,356.93,0.02,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,CHRD,Oil & Gas E&P,emerging,139.89,137.4,5.0,133.69,134.91,136.13,133.72,-2.83,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,CLF,Steel,leaders,12.55,12.02,0.64,12.27,12.18,12.32,12.11,0.12,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,CMC,Metal Fabrication,leaders,72.93,71.36,2.33,72.71,72.97,73.55,72.26,0.51,gapped_through,0.19313304721029553
2026-08-13,morning,2026-08-13T14:07:14Z,CNQ,Oil & Gas E&P,emerging,47.96,47.43,1.23,46.78,46.58,47.48,46.58,-1.67,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,CNX,Oil & Gas E&P,emerging,36.22,35.49,0.96,35.31,35.32,35.57,35.28,-1.2,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,COP,Oil & Gas E&P,emerging,127.34,124.81,3.47,124.92,125.53,126.38,124.91,-1.87,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,CPAY,Software - Infrastructure,accel,412.24,400.57,11.68,414.73,411.28,414.98,409.94,1.23,triggered,0.4101027397260292
2026-08-13,morning,2026-08-13T14:07:14Z,CRWD,Software - Infrastructure,accel,224.95,217.89,9.32,224.5,224.93,226.2,220.23,1.23,failed_breakout,
2026-08-13,morning,2026-08-13T14:07:14Z,CRWV,Software - Infrastructure,accel,111.83,105.44,8.37,113.42,107.11,117.49,103.24,5.28,triggered,1.2162485065710882
2026-08-13,morning,2026-08-13T14:07:14Z,DBX,Software - Infrastructure,accel,33.89,33.01,1.22,34.09,33.7,34.18,33.63,1.36,triggered,0.37704918032786955
2026-08-13,morning,2026-08-13T14:07:14Z,DHR,Diagnostics & Research,leaders,207.59,202.0,6.77,205.88,207.07,207.49,202.17,0.04,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,DINO,Oil & Gas Refining & Marketing,leaders,88.19,86.0,3.58,87.76,87.5,88.66,87.21,-0.19,failed_breakout,
2026-08-13,morning,2026-08-13T14:07:14Z,DVN,Oil & Gas E&P,emerging,45.37,44.66,1.33,43.79,44.25,44.42,43.79,-2.39,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,EOG,Oil & Gas E&P,emerging,143.24,141.15,4.2,140.75,141.01,141.98,140.52,-1.67,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,FANG,Oil & Gas E&P,emerging,201.74,199.53,6.4,197.16,198.01,199.52,197.11,-1.83,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,FFIV,Software - Infrastructure,accel,425.61,414.81,15.04,422.14,421.48,421.48,414.24,-0.19,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,FTNT,Software - Infrastructure,accel,165.11,160.0,6.75,163.46,162.6,164.77,160.14,1.63,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,FTV,Scientific & Technical Instruments,rs_new_high,61.68,60.88,1.54,61.66,61.89,61.76,61.13,0.19,gapped_through,0.3441558441558403
2026-08-13,morning,2026-08-13T14:07:14Z,GDDY,Software - Infrastructure,accel,92.37,88.73,4.87,93.09,92.29,93.18,91.37,1.38,triggered,0.3531827515400408
2026-08-13,morning,2026-08-13T14:07:14Z,GEN,Software - Infrastructure,accel,28.74,28.07,0.96,29.06,28.88,29.06,28.7,1.45,gapped_through,0.37499999999999944
2026-08-13,morning,2026-08-13T14:07:14Z,GGB,Steel,leaders,4.85,4.75,0.16,4.86,4.85,4.88,4.83,0.52,triggered,0.18750000000000155
2026-08-13,morning,2026-08-13T14:07:14Z,GH,Diagnostics & Research,leaders,168.37,162.65,8.02,164.63,166.23,166.04,163.75,-0.29,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,HNGE,Health Information Services,leaders,89.32,86.0,4.65,87.99,86.0,88.0,86.09,1.93,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,HQY,Health Information Services,leaders,106.67,102.61,3.08,106.39,105.62,106.51,105.6,0.85,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,HUBB,Electrical Equipment & Parts,rs_new_high,529.39,512.39,17.17,507.88,512.31,511.8,502.31,-0.98,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,ICLR,Diagnostics & Research,leaders,167.74,161.77,7.55,165.57,167.74,167.87,161.92,-0.96,failed_breakout,
2026-08-13,morning,2026-08-13T14:07:14Z,ILMN,Diagnostics & Research,leaders,193.55,189.24,7.64,193.03,194.0,194.5,187.85,0.06,gapped_through,0.6780104712041894
2026-08-13,morning,2026-08-13T14:07:14Z,IOT,Software - Infrastructure,accel,40.32,38.68,2.24,39.98,39.51,40.0,39.34,1.63,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,JBL,Electronic Components,rs_new_high,370.5,363.58,16.71,370.49,366.0,372.26,364.41,1.18,failed_breakout,
2026-08-13,morning,2026-08-13T14:07:14Z,KEYS,Scientific & Technical Instruments,rs_new_high,357.34,351.14,13.3,353.67,351.91,354.92,351.09,-0.23,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,LFUS,Electronic Components,rs_new_high,467.98,458.95,19.79,455.59,458.55,463.0,459.79,-0.75,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,MEDP,Diagnostics & Research,leaders,604.89,593.14,19.66,592.39,600.9,602.5,583.01,-0.77,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,MGY,Oil & Gas E&P,emerging,26.41,26.01,0.95,25.61,26.06,26.19,25.62,-2.85,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,MLI,Metal Fabrication,leaders,69.47,67.73,1.89,67.33,68.06,68.25,66.72,-1.39,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,MMYT,Travel Services,leaders,62.48,59.95,2.88,60.46,60.41,60.75,59.83,0.25,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,MSI,Communication Equipment,leaders,470.67,462.35,13.02,468.45,470.99,469.91,466.83,-0.27,gapped_through,0.1244239631336409
2026-08-13,morning,2026-08-13T14:07:14Z,MT,Steel,leaders,75.19,73.79,2.04,73.97,74.07,74.44,73.77,-0.28,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,MTDR,Oil & Gas E&P,emerging,52.83,51.88,1.99,51.01,51.57,52.12,51.01,-2.86,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,NE,Oil & Gas Drilling,emerging,44.55,43.53,1.59,43.98,43.01,44.2,43.11,-0.23,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,NET,Software - Infrastructure,accel,320.3,308.55,16.81,322.41,314.71,322.4,313.02,3.52,triggered,0.5585960737656184
2026-08-13,morning,2026-08-13T14:07:14Z,NOVT,Scientific & Technical Instruments,rs_new_high,170.93,165.18,7.83,167.36,167.04,168.14,166.27,0.19,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,NUE,Steel,leaders,274.55,268.8,7.71,273.35,275.0,273.52,271.15,0.56,gapped_through,0.285343709468229
2026-08-13,morning,2026-08-13T14:07:14Z,NVT,Electrical Equipment & Parts,rs_new_high,174.9,170.12,8.65,169.67,171.12,171.65,167.44,-0.87,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,OKTA,Software - Infrastructure,accel,153.04,146.65,6.72,149.08,148.37,150.64,146.75,1.21,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,OVV,Oil & Gas E&P,emerging,63.76,62.79,2.02,61.48,62.14,62.68,61.46,-2.72,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,OXY,Oil & Gas E&P,emerging,58.87,58.26,1.75,57.35,57.88,58.0,57.29,-2.05,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,PR,Oil & Gas E&P,emerging,21.59,21.3,0.67,20.95,21.21,21.29,20.95,-2.33,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,QGEN,Diagnostics & Research,leaders,43.07,42.14,1.11,43.51,43.56,43.66,43.05,1.2,gapped_through,0.4144144144144151
2026-08-13,morning,2026-08-13T14:07:14Z,RAL,Electronic Components,rs_new_high,73.03,70.78,2.84,73.25,72.78,73.1,72.27,0.86,triggered,0.3450704225352127
2026-08-13,morning,2026-08-13T14:07:14Z,RCL,Travel Services,leaders,309.75,303.2,10.76,310.93,309.09,313.5,307.19,0.95,triggered,0.3475836431226774
2026-08-13,morning,2026-08-13T14:07:14Z,RIG,Oil & Gas Drilling,emerging,5.79,5.65,0.24,5.76,5.63,5.78,5.57,1.14,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,RRC,Oil & Gas E&P,emerging,40.87,40.06,1.14,39.55,39.5,40.06,39.55,-1.57,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,RS,Steel,leaders,427.83,421.88,10.73,429.36,429.0,430.49,426.3,0.53,gapped_through,0.28518173345759573
2026-08-13,morning,2026-08-13T14:07:14Z,RVTY,Diagnostics & Research,leaders,117.94,114.64,3.83,117.64,118.25,118.34,115.67,-0.21,gapped_through,0.5143603133159266
2026-08-13,morning,2026-08-13T14:07:14Z,SAIL,Software - Infrastructure,accel,19.43,18.69,0.92,19.59,18.95,19.72,18.94,4.59,triggered,0.7065217391304333
2026-08-13,morning,2026-08-13T14:07:14Z,SHC,Diagnostics & Research,leaders,19.08,18.74,0.55,19.06,19.03,19.18,18.83,0.92,failed_breakout,
2026-08-13,morning,2026-08-13T14:07:14Z,SM,Oil & Gas E&P,emerging,32.67,32.12,1.49,31.8,32.42,32.54,31.79,-1.93,invalidated,
2026-08-13,morning,2026-08-13T14:07:14Z,STLD,Steel,leaders,264.88,260.24,8.31,263.05,264.44,264.85,261.95,-0.05,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,SUN,Oil & Gas Refining & Marketing,leaders,75.87,72.99,2.16,74.44,75.44,75.97,74.28,-1.47,failed_breakout,
2026-08-13,morning,2026-08-13T14:07:14Z,TDY,Scientific & Technical Instruments,rs_new_high,688.84,676.73,17.67,679.29,688.32,690.76,679.1,-1.05,failed_breakout,
2026-08-13,morning,2026-08-13T14:07:14Z,TEM,Health Information Services,leaders,57.03,53.73,3.57,55.33,54.65,55.4,53.91,1.31,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,TOST,Software - Infrastructure,accel,34.74,33.22,1.39,34.65,34.41,34.78,34.16,1.72,failed_breakout,
2026-08-13,morning,2026-08-13T14:07:14Z,TWLO,Software - Infrastructure,accel,257.99,244.37,13.44,252.79,246.99,252.98,246.2,2.5,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,UI,Communication Equipment,leaders,596.0,577.37,20.04,577.84,574.8,578.62,572.73,0.01,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,VAL,Oil & Gas Drilling,emerging,86.51,84.41,3.52,85.87,83.57,86.07,83.0,0.77,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,VIK,Travel Services,leaders,104.73,101.9,3.09,105.37,106.25,106.74,104.89,1.14,gapped_through,0.155339805825244
2026-08-13,morning,2026-08-13T14:07:14Z,VRSN,Software - Infrastructure,accel,288.92,281.88,9.0,286.86,285.36,287.42,283.08,1.39,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,VSAT,Communication Equipment,leaders,87.9,83.15,6.02,85.18,87.65,87.74,85.11,-2.35,setting_up,
2026-08-13,morning,2026-08-13T14:07:14Z,WAT,Diagnostics & Research,leaders,416.62,404.77,12.33,418.34,416.49,418.66,408.81,0.53,triggered,0.7729115977291138
2026-08-13,morning,2026-08-13T14:07:14Z,XYZ,Software - Infrastructure,accel,79.2,77.23,2.67,80.61,78.78,80.61,78.94,2.97,triggered,0.6254681647940081
2026-08-14,morning,2026-08-14T14:07:07Z,A,Diagnostics & Research,leaders,149.58,146.76,3.63,148.25,147.66,149.46,147.52,-0.7,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,ABBV,Drug Manufacturers - General,leaders,255.29,249.35,6.23,249.24,251.45,250.6,247.68,-0.63,invalidated,
2026-08-14,morning,2026-08-14T14:07:07Z,AEIS,Electrical Equipment & Parts,accel,341.51,328.33,21.19,335.38,328.63,335.49,325.57,1.77,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,AG,Silver,accel,18.91,18.44,0.95,19.56,19.21,19.76,19.12,4.13,gapped_through,0.4631578947368397
2026-08-14,morning,2026-08-14T14:07:07Z,AKAM,Software - Infrastructure,leaders,127.04,123.31,6.49,125.9,126.05,126.73,124.5,0.49,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,ANET,Computer Hardware,rs_new_high,210.11,203.55,10.66,201.79,205.27,205.0,201.2,-0.9,invalidated,
2026-08-14,morning,2026-08-14T14:07:07Z,APA,Oil & Gas E&P,emerging,40.07,39.08,1.43,40.87,40.41,40.87,40.05,2.17,gapped_through,0.5734265734265737
2026-08-14,morning,2026-08-14T14:07:07Z,AR,Oil & Gas E&P,emerging,37.32,36.55,1.15,37.3,37.24,37.34,36.76,1.3,failed_breakout,
2026-08-14,morning,2026-08-14T14:07:07Z,ASML,Semiconductor Equipment & Materials,rs_new_high,1873.69,1813.3,76.07,1846.67,1839.33,1853.31,1832.2,-0.07,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,ASX,Semiconductors,accel,40.31,38.7,2.29,39.23,38.67,39.28,38.17,-1.03,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,ATI,Metal Fabrication,leaders,233.92,225.7,10.27,228.21,226.59,228.63,226.02,0.43,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,AVGO,Semiconductors,accel,424.92,411.41,15.65,401.26,412.0,412.0,397.75,-3.96,invalidated,
2026-08-14,morning,2026-08-14T14:07:07Z,AXTI,Semiconductor Equipment & Materials,rs_new_high,80.87,75.15,10.32,82.45,78.38,84.4,76.75,6.46,triggered,0.5523255813953492
2026-08-14,morning,2026-08-14T14:07:07Z,AYI,Electrical Equipment & Parts,accel,363.94,356.13,11.42,358.21,359.11,361.84,356.69,-0.43,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,BIIB,Drug Manufacturers - General,leaders,215.6,208.79,6.99,209.54,210.21,210.01,208.22,-0.53,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,BMY,Drug Manufacturers - General,leaders,65.02,63.91,1.69,63.76,64.0,64.25,63.35,-1.38,invalidated,
2026-08-14,morning,2026-08-14T14:07:07Z,BSY,Software - Application,emerging,36.99,34.33,1.59,36.04,36.81,37.1,35.79,-1.42,failed_breakout,
2026-08-14,morning,2026-08-14T14:07:07Z,CAMT,Semiconductor Equipment & Materials,rs_new_high,176.0,170.52,11.25,166.88,172.81,172.81,166.84,-3.43,invalidated,
2026-08-14,morning,2026-08-14T14:07:07Z,CCL,Travel Services,leaders,28.6,27.95,1.01,28.52,28.39,28.79,28.37,0.37,failed_breakout,
2026-08-14,morning,2026-08-14T14:07:07Z,CHRD,Oil & Gas E&P,emerging,136.13,132.84,4.98,136.4,136.34,136.5,134.57,1.44,gapped_through,0.36746987951807475
2026-08-14,morning,2026-08-14T14:07:07Z,CMC,Metal Fabrication,leaders,73.55,71.83,2.29,72.5,72.5,72.68,71.9,0.51,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,CNQ,Oil & Gas E&P,emerging,47.68,46.58,1.22,48.45,47.88,48.46,47.88,1.78,gapped_through,0.4672131147540986
2026-08-14,morning,2026-08-14T14:07:07Z,CNX,Oil & Gas E&P,emerging,35.63,35.15,0.94,35.62,35.14,35.66,35.21,0.68,failed_breakout,
2026-08-14,morning,2026-08-14T14:07:07Z,COP,Oil & Gas E&P,emerging,126.39,124.12,3.45,127.31,125.56,127.32,125.37,2.24,triggered,0.5623188405797095
2026-08-14,morning,2026-08-14T14:07:07Z,CRDO,Semiconductors,accel,285.8,262.0,22.78,260.81,263.01,273.0,255.5,-1.95,invalidated,
2026-08-14,morning,2026-08-14T14:07:07Z,DDOG,Software - Application,emerging,253.55,240.82,17.06,251.55,252.57,254.31,248.39,-0.27,failed_breakout,
2026-08-14,morning,2026-08-14T14:07:07Z,DELL,Computer Hardware,rs_new_high,514.0,487.12,34.27,495.37,494.81,500.76,490.0,0.17,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,DGX,Diagnostics & Research,leaders,240.0,235.65,5.42,234.96,235.82,236.87,234.31,-0.46,invalidated,
2026-08-14,morning,2026-08-14T14:07:07Z,DHR,Diagnostics & Research,leaders,207.49,202.17,6.67,202.84,204.82,203.55,202.14,-0.51,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,DINO,Oil & Gas Refining & Marketing,leaders,92.11,87.21,3.68,92.49,92.88,92.83,91.34,0.67,gapped_through,0.31249999999999767
2026-08-14,morning,2026-08-14T14:07:07Z,DT,Software - Application,emerging,50.81,48.01,2.11,50.64,51.0,51.99,50.56,-0.22,gapped_through,0.03791469194312715
2026-08-14,morning,2026-08-14T14:07:07Z,DVN,Oil & Gas E&P,emerging,44.53,43.65,1.32,45.39,44.86,45.4,44.7,2.25,gapped_through,0.5227272727272709
2026-08-14,morning,2026-08-14T14:07:07Z,ENTG,Semiconductor Equipment & Materials,rs_new_high,166.02,159.4,10.52,162.57,160.43,163.85,160.01,-0.76,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,EOG,Oil & Gas E&P,emerging,142.61,140.48,4.09,143.08,142.32,143.18,142.32,1.18,triggered,0.18581907090465022
2026-08-14,morning,2026-08-14T14:07:07Z,FANG,Oil & Gas E&P,emerging,199.91,196.66,6.24,203.92,200.95,204.13,200.68,2.21,gapped_through,0.5192307692307662
2026-08-14,morning,2026-08-14T14:07:07Z,FFIV,Software - Infrastructure,leaders,423.6,412.55,14.76,412.42,419.04,429.99,411.39,-0.86,invalidated,
2026-08-14,morning,2026-08-14T14:07:07Z,FIG,Software - Application,emerging,26.8,23.37,2.11,25.59,26.29,26.5,25.3,-2.88,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,FORM,Semiconductor Equipment & Materials,rs_new_high,135.64,127.26,10.14,133.78,130.03,133.85,129.44,1.6,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,FROG,Software - Application,emerging,95.71,86.18,5.79,96.99,95.72,98.32,95.34,1.93,gapped_through,0.2849740932642472
2026-08-14,morning,2026-08-14T14:07:07Z,FTNT,Software - Infrastructure,leaders,165.75,160.14,6.67,161.06,166.98,165.75,160.83,-2.65,gapped_through,0.03448275862068812
2026-08-14,morning,2026-08-14T14:07:07Z,GDDY,Software - Infrastructure,leaders,100.82,91.27,5.21,96.33,101.1,101.99,96.28,-4.14,gapped_through,0.009596928982724982
2026-08-14,morning,2026-08-14T14:07:07Z,GEN,Software - Infrastructure,leaders,29.6,28.67,0.96,28.89,29.63,29.7,28.88,-2.3,gapped_through,0.010416666666668295
2026-08-14,morning,2026-08-14T14:07:07Z,GH,Diagnostics & Research,leaders,166.04,158.93,7.96,157.21,158.38,159.71,156.74,-1.46,invalidated,
2026-08-14,morning,2026-08-14T14:07:07Z,GILD,Drug Manufacturers - General,leaders,138.3,136.03,3.97,136.88,136.81,137.26,135.91,-0.91,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,HNGE,Health Information Services,accel,88.66,86.0,4.51,86.66,87.82,88.89,86.5,-0.87,failed_breakout,
2026-08-14,morning,2026-08-14T14:07:07Z,HQY,Health Information Services,accel,107.45,104.39,3.08,105.41,105.99,106.21,105.21,-0.17,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,HUBB,Electrical Equipment & Parts,accel,511.92,502.31,16.7,511.26,505.97,511.56,506.19,0.82,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,HUBS,Software - Application,emerging,242.82,209.94,19.26,231.26,241.54,241.54,229.26,-3.85,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,ICLR,Diagnostics & Research,leaders,167.87,160.05,7.57,165.29,166.65,166.81,164.92,-1.31,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,ILMN,Diagnostics & Research,leaders,194.5,187.44,7.6,191.53,189.91,192.73,189.48,-0.58,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,IOT,Software - Infrastructure,leaders,41.4,39.34,2.23,40.12,41.85,41.99,40.02,-2.48,gapped_through,0.04484304932735171
2026-08-14,morning,2026-08-14T14:07:07Z,JNJ,Drug Manufacturers - General,leaders,262.62,259.65,5.74,260.05,260.7,261.63,259.9,-0.77,setting_up,
2026-08-14,morning,2026-08-14T14:07:07Z,LLY,Drug Manufacturers - General,leaders,1240.1,1206.0,40.68,1180.93,1201.0,1196.02,1171.55,-2.32,invalidated,
